location,date,new_deaths
Austria,2021-09-21,19.0
Austria,2021-09-22,12.0
Austria,2021-09-23,9.0
Austria,2021-09-24,11.0
Austria,2021-09-25,10.0
Austria,2021-09-26,9.0
Austria,2021-09-27,14.0
Austria,2021-09-28,11.0
Austria,2021-09-29,8.0
Austria,2021-09-30,17.0
Austria,2021-10-01,8.0
Austria,2021-10-02,9.0
Austria,2021-10-03,9.0
Austria,2021-10-04,15.0
Austria,2021-10-05,11.0
Austria,2021-10-06,8.0
Austria,2021-10-07,16.0
Austria,2021-10-08,8.0
Austria,2021-10-09,11.0
Austria,2021-10-10,8.0
Austria,2021-10-11,12.0
Austria,2021-10-12,10.0
Austria,2021-10-13,12.0
Austria,2021-10-14,19.0
Austria,2021-10-15,11.0
Austria,2021-10-16,11.0
Austria,2021-10-17,12.0
Austria,2021-10-18,21.0
Austria,2021-10-19,20.0
Austria,2021-10-20,11.0
Austria,2021-10-21,13.0
Austria,2021-10-22,14.0
Austria,2021-10-23,16.0
Austria,2021-10-24,18.0
Austria,2021-10-25,17.0
Austria,2021-10-26,23.0
Austria,2021-10-27,12.0
Austria,2021-10-28,25.0
Austria,2021-10-29,29.0
Austria,2021-10-30,17.0
Austria,2021-10-31,14.0
Austria,2021-11-01,27.0
Austria,2021-11-02,18.0
Austria,2021-11-03,23.0
Austria,2021-11-04,24.0
Austria,2021-11-05,36.0
Austria,2021-11-06,29.0
Austria,2021-11-07,35.0
Austria,2021-11-08,32.0
Austria,2021-11-09,29.0
Austria,2021-11-10,35.0
Austria,2021-11-11,39.0
Austria,2021-11-12,31.0
Austria,2021-11-13,63.0
Austria,2021-11-14,59.0
Austria,2021-11-15,60.0
Austria,2021-11-16,48.0
Austria,2021-11-17,47.0
Austria,2021-11-18,52.0
Austria,2021-11-19,59.0
Austria,2021-11-20,54.0
Austria,2021-11-21,66.0
Austria,2021-11-22,48.0
Austria,2021-11-23,69.0
Austria,2021-11-24,66.0
Austria,2021-11-25,65.0
Austria,2021-11-26,61.0
Austria,2021-11-27,74.0
Austria,2021-11-28,80.0
Austria,2021-11-29,59.0
Austria,2021-11-30,71.0
Austria,2021-12-01,80.0
Austria,2021-12-02,51.0
Austria,2021-12-03,75.0
Austria,2021-12-04,77.0
Austria,2021-12-05,70.0
Austria,2021-12-06,70.0
Austria,2021-12-07,59.0
Austria,2021-12-08,65.0
Austria,2021-12-09,70.0
Austria,2021-12-10,63.0
Austria,2021-12-11,59.0
Austria,2021-12-12,57.0
Austria,2021-12-13,51.0
Austria,2021-12-14,41.0
Austria,2021-12-15,49.0
Austria,2021-12-16,52.0
Austria,2021-12-17,36.0
Austria,2021-12-18,41.0
Austria,2021-12-19,35.0
Austria,2021-12-20,30.0
Austria,2021-12-21,37.0
Austria,2021-12-22,33.0
Austria,2021-12-23,31.0
Austria,2021-12-24,23.0
Austria,2021-12-25,24.0
Austria,2021-12-26,19.0
Austria,2021-12-27,21.0
Austria,2021-12-28,24.0
Austria,2021-12-29,26.0
Austria,2021-12-30,25.0
Austria,2021-12-31,16.0
Austria,2022-01-01,30.0
Austria,2022-01-02,14.0
Austria,2022-01-03,8.0
Austria,2022-01-04,12.0
Austria,2022-01-05,21.0
Austria,2022-01-06,12.0
Austria,2022-01-07,10.0
Austria,2022-01-08,9.0
Austria,2022-01-09,14.0
Austria,2022-01-10,8.0
Austria,2022-01-11,13.0
Austria,2022-01-12,12.0
Austria,2022-01-13,10.0
Austria,2022-01-14,9.0
Austria,2022-01-15,9.0
Austria,2022-01-16,12.0
Austria,2022-01-17,8.0
Austria,2022-01-18,11.0
Austria,2022-01-19,8.0
Austria,2022-01-20,8.0
Austria,2022-01-21,12.0
Austria,2022-01-22,8.0
Austria,2022-01-23,16.0
Austria,2022-01-24,11.0
Austria,2022-01-25,16.0
Austria,2022-01-26,13.0
Austria,2022-01-27,15.0
Austria,2022-01-28,10.0
Austria,2022-01-29,18.0
Austria,2022-01-30,20.0
Austria,2022-01-31,15.0
Austria,2022-02-01,16.0
Austria,2022-02-02,13.0
Austria,2022-02-03,16.0
Austria,2022-02-04,21.0
Austria,2022-02-05,24.0
Austria,2022-02-06,17.0
Austria,2022-02-07,25.0
Austria,2022-02-08,19.0
Austria,2022-02-09,26.0
Austria,2022-02-10,16.0
Austria,2022-02-11,19.0
Austria,2022-02-12,28.0
Austria,2022-02-13,32.0
Austria,2022-02-14,32.0
Austria,2022-02-15,23.0
Austria,2022-02-16,36.0
Austria,2022-02-17,31.0
Austria,2022-02-18,25.0
Austria,2022-02-19,30.0
Austria,2022-02-20,20.0
Austria,2022-02-21,28.0
Austria,2022-02-22,23.0
Austria,2022-02-23,29.0
Austria,2022-02-24,30.0
Austria,2022-02-25,25.0
Austria,2022-02-26,33.0
Austria,2022-02-27,37.0
Austria,2022-02-28,30.0
Austria,2022-03-01,29.0
Austria,2022-03-02,31.0
Austria,2022-03-03,39.0
Austria,2022-03-04,31.0
Austria,2022-03-05,33.0
Austria,2022-03-06,33.0
Austria,2022-03-07,32.0
Austria,2022-03-08,23.0
Austria,2022-03-09,33.0
Austria,2022-03-10,26.0
Austria,2022-03-11,25.0
Austria,2022-03-12,25.0
Austria,2022-03-13,29.0
Austria,2022-03-14,28.0
Austria,2022-03-15,27.0
Austria,2022-03-16,29.0
Austria,2022-03-17,34.0
Austria,2022-03-18,27.0
Austria,2022-03-19,39.0
Austria,2022-03-20,41.0
Austria,2022-03-21,34.0
Austria,2022-03-22,36.0
Austria,2022-03-23,39.0
Austria,2022-03-24,35.0
Austria,2022-03-25,49.0
Austria,2022-03-26,41.0
Austria,2022-03-27,46.0
Austria,2022-03-28,40.0
Austria,2022-03-29,33.0
Austria,2022-03-30,36.0
Austria,2022-03-31,38.0
Austria,2022-04-01,49.0
Austria,2022-04-02,44.0
Austria,2022-04-03,50.0
Austria,2022-04-04,29.0
Austria,2022-04-05,40.0
Austria,2022-04-06,27.0
Austria,2022-04-07,35.0
Austria,2022-04-08,38.0
Austria,2022-04-09,31.0
Austria,2022-04-10,27.0
Austria,2022-04-11,30.0
Austria,2022-04-12,26.0
Austria,2022-04-13,29.0
Austria,2022-04-14,33.0
Austria,2022-04-15,24.0
Austria,2022-04-16,16.0
Austria,2022-04-17,21.0
Austria,2022-04-18,22.0
Austria,2022-04-19,20.0
Austria,2022-04-20,16.0
Austria,2022-04-23,26.0
Austria,2022-04-24,23.0
Austria,2022-04-25,17.0
Austria,2022-04-26,12.0
Austria,2022-04-27,15.0
Austria,2022-04-28,14.0
Austria,2022-04-29,15.0
Austria,2022-04-30,13.0
Austria,2022-05-01,9.0
Austria,2022-05-02,6.0
Austria,2022-05-03,11.0
Austria,2022-05-04,13.0
Austria,2022-05-05,12.0
Austria,2022-05-06,9.0
Austria,2022-05-07,5.0
Austria,2022-05-08,4.0
Austria,2022-05-09,3.0
Austria,2022-05-10,15.0
Austria,2022-05-11,3.0
Austria,2022-05-12,0.0
Austria,2022-05-13,5.0
Austria,2022-05-14,5.0
Austria,2022-05-15,1.0
Austria,2022-05-16,0.0
Austria,2022-05-17,5.0
Austria,2022-05-18,8.0
Austria,2022-05-19,8.0
Austria,2022-05-20,7.0
Austria,2022-05-21,0.0
Austria,2022-05-22,0.0
Austria,2022-05-23,10.0
Austria,2022-05-24,9.0
Austria,2022-05-25,2.0
Austria,2022-05-26,11.0
Austria,2022-05-27,8.0
Austria,2022-05-28,0.0
Austria,2022-05-29,0.0
Austria,2022-05-30,26.0
Austria,2022-05-31,6.0
Austria,2022-06-01,4.0
Austria,2022-06-02,6.0
Austria,2022-06-03,1.0
Austria,2022-06-04,0.0
Austria,2022-06-05,0.0
Austria,2022-06-06,8.0
Austria,2022-06-07,4.0
Austria,2022-06-08,3.0
Austria,2022-06-09,7.0
Austria,2022-06-10,3.0
Austria,2022-06-11,0.0
Austria,2022-06-12,0.0
Austria,2022-06-13,6.0
Austria,2022-06-14,4.0
Austria,2022-06-15,2.0
Austria,2022-06-16,8.0
Austria,2022-06-17,1.0
Austria,2022-06-18,0.0
Austria,2022-06-19,0.0
Austria,2022-06-20,9.0
Austria,2022-06-21,5.0
Austria,2022-06-22,12.0
Austria,2022-06-23,1.0
Austria,2022-06-24,4.0
Austria,2022-06-25,0.0
Austria,2022-06-26,0.0
Austria,2022-06-27,8.0
Austria,2022-06-28,6.0
Austria,2022-06-29,8.0
Austria,2022-06-30,11.0
Austria,2022-07-01,9.0
Austria,2022-07-02,0.0
Austria,2022-07-03,0.0
Austria,2022-07-04,11.0
Austria,2022-07-05,2.0
Austria,2022-07-06,12.0
Austria,2022-07-07,11.0
Austria,2022-07-08,6.0
Austria,2022-07-09,0.0
Austria,2022-07-10,0.0
Austria,2022-07-11,21.0
Austria,2022-07-12,15.0
Austria,2022-07-13,17.0
Austria,2022-07-14,4.0
Austria,2022-07-15,7.0
Austria,2022-07-16,0.0
Austria,2022-07-17,0.0
Austria,2022-07-18,13.0
Austria,2022-07-19,7.0
Austria,2022-07-20,15.0
Austria,2022-07-21,19.0
Austria,2022-07-22,9.0
Austria,2022-07-23,0.0
Austria,2022-07-24,0.0
Austria,2022-07-25,28.0
Austria,2022-07-26,9.0
Austria,2022-07-27,15.0
Austria,2022-07-28,32.0
Austria,2022-07-29,7.0
Austria,2022-07-30,0.0
Austria,2022-07-31,0.0
Austria,2022-08-01,0.0
Austria,2022-08-02,49.0
Austria,2022-08-03,24.0
Austria,2022-08-04,6.0
Austria,2022-08-05,15.0
Austria,2022-08-06,0.0
Austria,2022-08-07,0.0
Austria,2022-08-08,24.0
Austria,2022-08-09,6.0
Austria,2022-08-10,19.0
Austria,2022-08-11,12.0
Austria,2022-08-12,13.0
Austria,2022-08-13,0.0
Austria,2022-08-14,0.0
Austria,2022-08-15,22.0
Austria,2022-08-16,2.0
Austria,2022-08-17,3.0
Austria,2022-08-18,18.0
Austria,2022-08-19,16.0
Austria,2022-08-20,0.0
Austria,2022-08-21,0.0
Austria,2022-08-22,27.0
Austria,2022-08-23,5.0
Austria,2022-08-24,15.0
Austria,2022-08-25,11.0
Austria,2022-08-26,9.0
Austria,2022-08-27,0.0
Austria,2022-08-28,0.0
Austria,2022-08-29,0.0
Austria,2022-08-30,15.0
Austria,2022-08-31,11.0
Austria,2022-09-01,9.0
Austria,2022-09-02,11.0
Austria,2022-09-03,0.0
Austria,2022-09-04,0.0
Austria,2022-09-05,9.0
Austria,2022-09-06,3.0
Austria,2022-09-07,7.0
Austria,2022-09-08,0.0
Austria,2022-09-09,0.0
Austria,2022-09-10,0.0
Austria,2022-09-11,0.0
Austria,2022-09-12,33.0
Austria,2022-09-13,1.0
Austria,2022-09-15,5.0
Austria,2022-09-16,3.0
Austria,2022-09-17,6.0
Austria,2022-09-18,7.0
Austria,2022-09-19,0.0
Austria,2022-09-20,6.0
Austria,2022-09-21,7.0
Austria,2022-09-22,10.0
Austria,2022-09-23,7.0
Austria,2022-09-24,5.0
Austria,2022-09-25,0.0
Austria,2022-09-26,1.0
Austria,2022-09-27,10.0
Austria,2022-09-28,11.0
Austria,2022-09-29,4.0
Austria,2022-09-30,5.0
Austria,2022-10-01,11.0
Austria,2022-10-02,2.0
Austria,2022-10-03,2.0
Austria,2022-10-04,9.0
Austria,2022-10-05,12.0
Austria,2022-10-06,15.0
Austria,2022-10-07,15.0
Austria,2022-10-08,14.0
Austria,2022-10-09,1.0
Austria,2022-10-10,1.0
Austria,2022-10-11,32.0
Austria,2022-10-12,23.0
Austria,2022-10-13,15.0
Austria,2022-10-14,17.0
Austria,2022-10-15,10.0
Austria,2022-10-16,4.0
Austria,2022-10-17,2.0
Austria,2022-10-18,15.0
Austria,2022-10-19,10.0
Austria,2022-10-20,18.0
Austria,2022-10-21,9.0
Austria,2022-10-22,0.0
Austria,2022-10-23,0.0
Austria,2022-10-25,23.0
Austria,2022-10-26,21.0
Austria,2022-10-27,3.0
Austria,2022-10-28,17.0
Austria,2022-10-29,13.0
Austria,2022-10-30,3.0
Austria,2022-10-31,2.0
Austria,2022-11-01,9.0
Austria,2022-11-02,0.0
Austria,2022-11-03,22.0
Austria,2022-11-04,17.0
Austria,2022-11-05,7.0
Austria,2022-11-06,1.0
Austria,2022-11-07,3.0
Austria,2022-11-08,9.0
Austria,2022-11-09,10.0
Austria,2022-11-10,10.0
Austria,2022-11-11,13.0
Austria,2022-11-12,8.0
Austria,2022-11-13,3.0
Austria,2022-11-14,1.0
Austria,2022-11-15,11.0
Austria,2022-11-16,11.0
Austria,2022-11-17,8.0
Austria,2022-11-18,10.0
Austria,2022-11-19,9.0
Austria,2022-11-20,1.0
Austria,2022-11-21,0.0
Austria,2022-11-22,5.0
Austria,2022-11-23,10.0
Austria,2022-11-24,6.0
Austria,2022-11-25,14.0
Austria,2022-11-26,8.0
Austria,2022-11-27,0.0
Austria,2022-11-28,2.0
Austria,2022-11-29,13.0
Austria,2022-11-30,8.0
Austria,2022-12-01,6.0
Austria,2022-12-02,9.0
Austria,2022-12-03,6.0
Austria,2022-12-04,1.0
Austria,2022-12-05,0.0
Austria,2022-12-06,10.0
Austria,2022-12-07,5.0
Austria,2022-12-08,10.0
Austria,2022-12-09,0.0
Austria,2022-12-10,8.0
Austria,2022-12-11,0.0
Austria,2022-12-12,0.0
Austria,2022-12-13,7.0
Austria,2022-12-14,14.0
Austria,2022-12-15,5.0
Austria,2022-12-16,15.0
Austria,2022-12-17,10.0
Austria,2022-12-18,1.0
Austria,2022-12-19,1.0
Austria,2022-12-20,14.0
Austria,2022-12-21,13.0
Austria,2022-12-22,3.0
Austria,2022-12-23,12.0
Austria,2022-12-24,10.0
Austria,2022-12-25,0.0
Austria,2022-12-26,3.0
Austria,2022-12-27,3.0
Austria,2022-12-28,31.0
Austria,2022-12-29,12.0
Austria,2022-12-30,3.0
Austria,2022-12-31,21.0
Austria,2023-01-01,0.0
Austria,2023-01-02,1.0
Austria,2023-01-03,4.0
Austria,2023-01-04,18.0
Austria,2023-01-05,7.0
Austria,2023-01-06,9.0
Austria,2023-01-07,2.0
Austria,2023-01-08,3.0
Austria,2023-01-09,3.0
Austria,2023-01-10,27.0
Austria,2023-01-11,19.0
Austria,2023-01-12,10.0
Austria,2023-01-13,12.0
Austria,2023-01-14,6.0
Austria,2023-01-15,0.0
Austria,2023-01-16,1.0
Austria,2023-01-17,11.0
Austria,2023-01-18,13.0
Austria,2023-01-19,6.0
Austria,2023-01-20,14.0
Austria,2023-01-21,4.0
Austria,2023-01-22,13.0
Austria,2023-01-23,0.0
Austria,2023-01-24,14.0
Austria,2023-01-25,6.0
Austria,2023-01-26,3.0
Austria,2023-01-27,9.0
Austria,2023-01-28,3.0
Austria,2023-01-29,0.0
Austria,2023-01-30,1.0
Austria,2023-01-31,27.0
Austria,2023-02-01,7.0
Austria,2023-02-02,13.0
Austria,2023-02-03,27.0
Austria,2023-02-04,19.0
Austria,2023-02-05,0.0
Austria,2023-02-06,0.0
Austria,2023-02-07,10.0
Austria,2023-02-08,3.0
Austria,2023-02-09,5.0
Austria,2023-02-10,0.0
Austria,2023-02-11,8.0
Austria,2023-02-12,7.0
Austria,2023-02-13,1.0
Austria,2023-02-14,6.0
Austria,2023-02-15,1.0
Austria,2023-02-16,3.0
Belgium,2021-07-10,0.0
Belgium,2021-07-11,0.0
Belgium,2021-07-12,7.0
Belgium,2021-07-13,2.0
Belgium,2021-07-14,0.0
Belgium,2021-07-15,1.0
Belgium,2021-07-16,1.0
Belgium,2021-07-17,0.0
Belgium,2021-07-18,0.0
Belgium,2021-07-19,4.0
Belgium,2021-07-20,0.0
Belgium,2021-07-21,0.0
Belgium,2021-07-22,4.0
Belgium,2021-07-23,0.0
Belgium,2021-07-24,3.0
Belgium,2021-07-25,0.0
Belgium,2021-07-26,8.0
Belgium,2021-07-27,2.0
Belgium,2021-07-28,1.0
Belgium,2021-07-29,4.0
Belgium,2021-07-30,6.0
Belgium,2021-07-31,0.0
Belgium,2021-08-01,0.0
Belgium,2021-08-02,6.0
Belgium,2021-08-03,4.0
Belgium,2021-08-04,7.0
Belgium,2021-08-05,6.0
Belgium,2021-08-06,4.0
Belgium,2021-08-07,0.0
Belgium,2021-08-08,0.0
Belgium,2021-08-09,6.0
Belgium,2021-08-10,5.0
Belgium,2021-08-11,3.0
Belgium,2021-08-12,3.0
Belgium,2021-08-13,2.0
Belgium,2021-08-14,0.0
Belgium,2021-08-15,0.0
Belgium,2021-08-16,12.0
Belgium,2021-08-17,0.0
Belgium,2021-08-18,6.0
Belgium,2021-08-19,7.0
Belgium,2021-08-20,8.0
Belgium,2021-08-21,0.0
Belgium,2021-08-22,0.0
Belgium,2021-08-23,21.0
Belgium,2021-08-24,1.0
Belgium,2021-08-25,6.0
Belgium,2021-08-26,6.0
Belgium,2021-08-27,6.0
Belgium,2021-08-28,0.0
Belgium,2021-08-29,0.0
Belgium,2021-08-30,14.0
Belgium,2021-08-31,6.0
Belgium,2021-09-01,2.0
Belgium,2021-09-02,10.0
Belgium,2021-09-03,5.0
Belgium,2021-09-04,0.0
Belgium,2021-09-05,0.0
Belgium,2021-09-06,24.0
Belgium,2021-09-07,7.0
Belgium,2021-09-08,14.0
Belgium,2021-09-09,5.0
Belgium,2021-09-10,7.0
Belgium,2021-09-11,0.0
Belgium,2021-09-12,0.0
Belgium,2021-09-13,19.0
Belgium,2021-09-14,4.0
Belgium,2021-09-15,9.0
Belgium,2021-09-16,8.0
Belgium,2021-09-17,3.0
Belgium,2021-09-18,0.0
Belgium,2021-09-19,0.0
Belgium,2021-09-20,20.0
Belgium,2021-09-21,7.0
Belgium,2021-09-22,9.0
Belgium,2021-09-23,10.0
Belgium,2021-09-24,11.0
Belgium,2021-09-25,0.0
Belgium,2021-09-26,0.0
Belgium,2021-09-27,14.0
Belgium,2021-09-28,13.0
Belgium,2021-09-29,14.0
Belgium,2021-09-30,7.0
Belgium,2021-10-01,10.0
Belgium,2021-10-02,0.0
Belgium,2021-10-03,0.0
Belgium,2021-10-04,20.0
Belgium,2021-10-05,8.0
Belgium,2021-10-06,9.0
Belgium,2021-10-07,16.0
Belgium,2021-10-08,10.0
Belgium,2021-10-09,0.0
Belgium,2021-10-10,0.0
Belgium,2021-10-11,20.0
Belgium,2021-10-12,18.0
Belgium,2021-10-13,13.0
Belgium,2021-10-14,6.0
Belgium,2021-10-15,15.0
Belgium,2021-10-16,0.0
Belgium,2021-10-17,0.0
Belgium,2021-10-18,33.0
Belgium,2021-10-19,17.0
Belgium,2021-10-20,19.0
Belgium,2021-10-21,19.0
Belgium,2021-10-22,11.0
Belgium,2021-10-23,0.0
Belgium,2021-10-24,0.0
Belgium,2021-10-25,43.0
Belgium,2021-10-26,25.0
Belgium,2021-10-27,32.0
Belgium,2021-10-28,30.0
Belgium,2021-10-29,18.0
Belgium,2021-10-30,0.0
Belgium,2021-10-31,0.0
Belgium,2021-11-01,0.0
Belgium,2021-11-02,0.0
Belgium,2021-11-03,89.0
Belgium,2021-11-04,22.0
Belgium,2021-11-05,0.0
Belgium,2021-11-06,26.0
Belgium,2021-11-07,0.0
Belgium,2021-11-08,69.0
Belgium,2021-11-09,0.0
Belgium,2021-11-10,61.0
Belgium,2021-11-11,0.0
Belgium,2021-11-12,60.0
Belgium,2021-11-13,0.0
Belgium,2021-11-14,0.0
Belgium,2021-11-15,82.0
Belgium,2021-11-16,41.0
Belgium,2021-11-17,40.0
Belgium,2021-11-18,42.0
Belgium,2021-11-19,42.0
Belgium,2021-11-20,0.0
Belgium,2021-11-21,0.0
Belgium,2021-11-22,101.0
Belgium,2021-11-23,36.0
Belgium,2021-11-24,38.0
Belgium,2021-11-25,50.0
Belgium,2021-11-26,47.0
Belgium,2021-11-27,0.0
Belgium,2021-11-28,0.0
Belgium,2021-11-29,126.0
Belgium,2021-11-30,49.0
Belgium,2021-12-01,57.0
Belgium,2021-12-02,48.0
Belgium,2021-12-03,47.0
Belgium,2021-12-04,0.0
Belgium,2021-12-05,0.0
Belgium,2021-12-06,152.0
Belgium,2021-12-07,41.0
Belgium,2021-12-08,56.0
Belgium,2021-12-09,47.0
Belgium,2021-12-10,41.0
Belgium,2021-12-11,0.0
Belgium,2021-12-12,0.0
Belgium,2021-12-13,127.0
Belgium,2021-12-14,54.0
Belgium,2021-12-15,44.0
Belgium,2021-12-16,0.0
Belgium,2021-12-17,34.0
Belgium,2021-12-18,132.0
Belgium,2021-12-19,0.0
Belgium,2021-12-20,97.0
Belgium,2021-12-21,43.0
Belgium,2021-12-22,32.0
Belgium,2021-12-23,43.0
Belgium,2021-12-24,39.0
Belgium,2021-12-25,0.0
Belgium,2021-12-26,0.0
Belgium,2021-12-27,69.0
Belgium,2021-12-28,32.0
Belgium,2021-12-29,17.0
Belgium,2021-12-30,41.0
Belgium,2021-12-31,23.0
Belgium,2022-01-01,0.0
Belgium,2022-01-02,0.0
Belgium,2022-01-03,54.0
Belgium,2022-01-04,22.0
Belgium,2022-01-05,22.0
Belgium,2022-01-06,17.0
Belgium,2022-01-07,13.0
Belgium,2022-01-08,0.0
Belgium,2022-01-09,0.0
Belgium,2022-01-10,59.0
Belgium,2022-01-11,21.0
Belgium,2022-01-12,27.0
Belgium,2022-01-13,0.0
Belgium,2022-01-14,46.0
Belgium,2022-01-15,0.0
Belgium,2022-01-16,0.0
Belgium,2022-01-17,49.0
Belgium,2022-01-18,34.0
Belgium,2022-01-19,31.0
Belgium,2022-01-20,33.0
Belgium,2022-01-21,21.0
Belgium,2022-01-22,0.0
Belgium,2022-01-23,0.0
Belgium,2022-01-24,55.0
Belgium,2022-01-25,28.0
Belgium,2022-01-26,39.0
Belgium,2022-01-27,36.0
Belgium,2022-01-28,19.0
Belgium,2022-01-29,0.0
Belgium,2022-01-30,0.0
Belgium,2022-01-31,95.0
Belgium,2022-02-01,31.0
Belgium,2022-02-02,49.0
Belgium,2022-02-03,53.0
Belgium,2022-02-04,42.0
Belgium,2022-02-05,0.0
Belgium,2022-02-06,0.0
Belgium,2022-02-07,110.0
Belgium,2022-02-08,92.0
Belgium,2022-02-09,68.0
Belgium,2022-02-10,66.0
Belgium,2022-02-11,61.0
Belgium,2022-02-12,0.0
Belgium,2022-02-13,0.0
Belgium,2022-02-14,100.0
Belgium,2022-02-15,54.0
Belgium,2022-02-16,54.0
Belgium,2022-02-17,54.0
Belgium,2022-02-18,34.0
Belgium,2022-02-19,0.0
Belgium,2022-02-20,0.0
Belgium,2022-02-21,95.0
Belgium,2022-02-22,25.0
Belgium,2022-02-23,36.0
Belgium,2022-02-24,25.0
Belgium,2022-02-25,20.0
Belgium,2022-02-26,0.0
Belgium,2022-02-27,0.0
Belgium,2022-02-28,58.0
Belgium,2022-03-01,20.0
Belgium,2022-03-02,0.0
Belgium,2022-03-03,18.0
Belgium,2022-03-04,42.0
Belgium,2022-03-05,0.0
Belgium,2022-03-06,0.0
Belgium,2022-03-07,37.0
Belgium,2022-03-08,17.0
Belgium,2022-03-09,0.0
Belgium,2022-03-10,67.0
Belgium,2022-03-11,28.0
Belgium,2022-03-12,0.0
Belgium,2022-03-13,0.0
Belgium,2022-03-14,37.0
Belgium,2022-03-15,0.0
Belgium,2022-03-16,47.0
Belgium,2022-03-17,18.0
Belgium,2022-03-18,0.0
Belgium,2022-03-19,19.0
Belgium,2022-03-20,0.0
Belgium,2022-03-21,46.0
Belgium,2022-03-22,30.0
Belgium,2022-03-23,30.0
Belgium,2022-03-24,27.0
Belgium,2022-03-25,24.0
Belgium,2022-03-26,0.0
Belgium,2022-03-27,0.0
Belgium,2022-03-28,61.0
Belgium,2022-03-29,0.0
Belgium,2022-03-30,0.0
Belgium,2022-03-31,79.0
Belgium,2022-04-01,0.0
Belgium,2022-04-02,0.0
Belgium,2022-04-03,0.0
Belgium,2022-04-04,82.0
Belgium,2022-04-05,0.0
Belgium,2022-04-06,0.0
Belgium,2022-04-07,89.0
Belgium,2022-04-08,0.0
Belgium,2022-04-09,0.0
Belgium,2022-04-10,0.0
Belgium,2022-04-11,82.0
Belgium,2022-04-12,0.0
Belgium,2022-04-13,0.0
Belgium,2022-04-14,86.0
Belgium,2022-04-15,0.0
Belgium,2022-04-16,0.0
Belgium,2022-04-17,0.0
Belgium,2022-04-18,0.0
Belgium,2022-04-19,97.0
Belgium,2022-04-20,0.0
Belgium,2022-04-21,57.0
Belgium,2022-04-22,0.0
Belgium,2022-04-23,0.0
Belgium,2022-04-24,0.0
Belgium,2022-04-25,0.0
Belgium,2022-04-26,63.0
Belgium,2022-04-27,0.0
Belgium,2022-04-28,57.0
Belgium,2022-04-29,0.0
Belgium,2022-04-30,0.0
Belgium,2022-05-01,0.0
Belgium,2022-05-02,55.0
Belgium,2022-05-03,0.0
Belgium,2022-05-04,0.0
Belgium,2022-05-05,58.0
Belgium,2022-05-06,0.0
Belgium,2022-05-07,0.0
Belgium,2022-05-08,0.0
Belgium,2022-05-09,28.0
Belgium,2022-05-10,0.0
Belgium,2022-05-11,0.0
Belgium,2022-05-12,33.0
Belgium,2022-05-13,0.0
Belgium,2022-05-14,0.0
Belgium,2022-05-15,0.0
Belgium,2022-05-16,43.0
Belgium,2022-05-17,0.0
Belgium,2022-05-18,19.0
Belgium,2022-05-19,0.0
Belgium,2022-05-20,0.0
Belgium,2022-05-21,0.0
Belgium,2022-05-22,0.0
Belgium,2022-05-23,35.0
Belgium,2022-05-24,0.0
Belgium,2022-05-25,17.0
Belgium,2022-05-26,0.0
Belgium,2022-05-27,0.0
Belgium,2022-05-28,0.0
Belgium,2022-05-29,0.0
Belgium,2022-05-30,27.0
Belgium,2022-05-31,0.0
Belgium,2022-06-01,0.0
