location,date,new_deaths_per_million
Belgium,2020-03-25,4.804
Belgium,2020-03-26,3.603
Belgium,2020-03-27,5.92
Belgium,2020-03-28,5.491
Belgium,2020-03-29,6.692
Belgium,2020-03-30,7.035
Belgium,2020-03-31,16.472
Belgium,2020-04-01,10.553
Belgium,2020-04-02,15.7
Belgium,2020-04-03,11.325
Belgium,2020-04-04,12.011
Belgium,2020-04-05,14.07
Belgium,2020-04-06,15.872
Belgium,2020-04-07,34.575
Belgium,2020-04-08,17.588
Belgium,2020-04-09,24.28
Belgium,2020-04-10,42.553
Belgium,2020-04-11,28.054
Belgium,2020-04-12,21.791
Belgium,2020-04-13,25.995
Belgium,2020-04-14,21.791
Belgium,2020-04-15,24.28
Belgium,2020-04-16,35.776
Belgium,2020-04-17,26.253
Belgium,2020-04-18,24.88
Belgium,2020-04-19,19.732
Belgium,2020-04-20,12.44
Belgium,2020-04-21,14.585
Belgium,2020-04-22,22.649
Belgium,2020-04-23,19.561
Belgium,2020-04-24,16.215
Belgium,2020-04-25,20.419
Belgium,2020-04-26,15.185
Belgium,2020-04-27,9.695
Belgium,2020-04-28,10.638
Belgium,2020-04-29,14.585
Belgium,2020-04-30,7.979
Belgium,2020-05-01,9.351
Belgium,2020-05-02,5.319
Belgium,2020-05-03,6.778
Belgium,2020-05-04,6.863
Belgium,2020-05-05,7.893
Belgium,2020-05-06,27.711
Belgium,2020-05-07,6.52
Belgium,2020-05-08,9.094
Belgium,2020-05-09,5.148
Belgium,2020-05-10,6.434
Belgium,2020-05-11,4.375
Belgium,2020-05-12,4.633
Belgium,2020-05-13,7.035
Belgium,2020-05-14,5.148
Belgium,2020-05-15,4.804
Belgium,2020-05-16,3.946
Belgium,2020-05-17,4.032
Belgium,2020-05-18,2.402
Belgium,2020-05-19,2.402
Belgium,2020-05-20,3.603
Belgium,2020-05-21,3.089
Belgium,2020-05-22,2.231
Belgium,2020-05-23,2.145
Belgium,2020-05-24,3.689
Belgium,2020-05-25,2.745
Belgium,2020-05-26,1.887
Belgium,2020-05-27,2.574
Belgium,2020-05-28,2.059
Belgium,2020-05-29,3.603
Belgium,2020-05-30,1.973
Belgium,2020-05-31,1.201
Belgium,2020-06-01,1.63
Belgium,2020-06-02,1.63
Belgium,2020-06-03,1.458
Belgium,2020-06-04,2.231
Belgium,2020-06-05,1.544
Belgium,2020-06-06,1.201
Belgium,2020-06-07,1.287
Belgium,2020-06-08,0.944
Belgium,2020-06-09,1.115
Belgium,2020-06-10,0.858
Belgium,2020-06-11,0.601
Belgium,2020-06-12,0.858
Belgium,2020-06-13,0.343
Belgium,2020-06-14,0.429
Belgium,2020-06-15,0.515
Belgium,2020-06-16,0.172
Belgium,2020-06-17,1.03
Belgium,2020-06-18,0.686
Belgium,2020-06-19,1.03
Belgium,2020-06-20,0.086
Belgium,2020-06-21,0.0
Belgium,2020-06-22,0.0
Belgium,2020-06-23,1.458
Belgium,2020-06-24,0.772
Belgium,2020-06-25,0.343
Belgium,2020-06-26,0.429
Belgium,2020-06-27,0.086
Belgium,2020-06-28,0.0
Belgium,2020-06-29,0.0
Belgium,2020-06-30,1.287
Belgium,2020-07-01,0.601
Belgium,2020-07-02,0.601
Belgium,2020-07-03,0.343
Belgium,2020-07-04,0.515
Belgium,2020-07-05,0.0
Belgium,2020-07-06,0.257
Belgium,2020-07-07,0.0
Belgium,2020-07-08,0.172
Belgium,2020-07-09,0.172
Belgium,2020-07-10,0.257
Belgium,2020-07-11,0.086
Belgium,2020-07-12,0.0
Belgium,2020-07-13,0.0
Belgium,2020-07-14,0.429
Belgium,2020-07-15,0.086
Belgium,2020-07-16,0.601
Belgium,2020-07-17,0.429
Belgium,2020-07-18,0.0
Belgium,2020-07-19,0.0
Belgium,2020-07-20,0.429
Bulgaria,2020-03-11,0.147
Bulgaria,2020-03-12,0.0
Bulgaria,2020-03-13,0.0
Bulgaria,2020-03-14,0.147
Bulgaria,2020-03-15,0.0
Bulgaria,2020-03-16,0.0
Bulgaria,2020-03-17,0.0
Bulgaria,2020-03-18,0.0
Bulgaria,2020-03-19,0.147
Bulgaria,2020-03-20,0.0
Bulgaria,2020-03-21,0.0
Bulgaria,2020-03-22,0.0
Bulgaria,2020-03-23,0.0
Bulgaria,2020-03-24,0.0
Bulgaria,2020-03-25,0.0
Bulgaria,2020-03-26,0.0
Bulgaria,2020-03-27,0.0
Bulgaria,2020-03-28,0.59
Bulgaria,2020-03-29,0.147
Bulgaria,2020-03-30,0.0
Bulgaria,2020-03-31,0.0
Bulgaria,2020-04-01,0.295
Bulgaria,2020-04-02,0.0
Bulgaria,2020-04-03,0.59
Bulgaria,2020-04-04,0.442
Bulgaria,2020-04-05,0.442
Bulgaria,2020-04-06,0.295
Bulgaria,2020-04-07,0.147
Bulgaria,2020-04-08,0.147
Bulgaria,2020-04-09,0.0
Bulgaria,2020-04-10,0.147
Bulgaria,2020-04-11,0.442
Bulgaria,2020-04-12,0.147
Bulgaria,2020-04-13,0.442
Bulgaria,2020-04-14,0.442
Bulgaria,2020-04-15,0.147
Bulgaria,2020-04-16,0.295
Bulgaria,2020-04-17,0.442
Bulgaria,2020-04-18,0.0
Bulgaria,2020-04-19,0.147
Bulgaria,2020-04-20,0.147
Bulgaria,2020-04-21,0.295
Bulgaria,2020-04-22,0.59
Bulgaria,2020-04-23,0.442
Bulgaria,2020-04-24,0.295
Bulgaria,2020-04-25,0.147
Bulgaria,2020-04-26,0.147
Bulgaria,2020-04-27,0.295
Bulgaria,2020-04-28,0.0
Bulgaria,2020-04-29,0.885
Bulgaria,2020-04-30,0.295
Bulgaria,2020-05-01,0.295
Bulgaria,2020-05-02,0.59
Bulgaria,2020-05-03,0.147
Bulgaria,2020-05-04,0.737
Bulgaria,2020-05-05,0.295
Bulgaria,2020-05-06,0.59
Bulgaria,2020-05-07,0.0
Bulgaria,2020-05-08,0.295
Bulgaria,2020-05-09,0.59
Bulgaria,2020-05-10,0.147
Bulgaria,2020-05-11,0.295
Bulgaria,2020-05-12,0.295
Bulgaria,2020-05-13,0.147
Bulgaria,2020-05-14,0.442
Bulgaria,2020-05-15,0.442
Bulgaria,2020-05-16,0.442
Bulgaria,2020-05-17,0.442
Bulgaria,2020-05-18,0.295
Bulgaria,2020-05-19,0.295
Bulgaria,2020-05-20,0.59
Bulgaria,2020-05-21,0.59
Bulgaria,2020-05-22,0.737
Bulgaria,2020-05-23,0.147
Bulgaria,2020-05-24,0.59
Bulgaria,2020-05-25,0.0
Bulgaria,2020-05-26,0.0
Bulgaria,2020-05-27,0.442
Bulgaria,2020-05-28,0.147
Bulgaria,2020-05-29,0.295
Bulgaria,2020-05-30,0.442
Bulgaria,2020-05-31,0.147
Bulgaria,2020-06-01,0.0
Bulgaria,2020-06-02,0.59
Bulgaria,2020-06-03,0.295
Bulgaria,2020-06-04,0.147
Bulgaria,2020-06-05,1.769
Bulgaria,2020-06-06,0.147
Bulgaria,2020-06-07,0.0
Bulgaria,2020-06-08,0.59
Bulgaria,2020-06-09,0.442
Bulgaria,2020-06-10,0.0
Bulgaria,2020-06-11,0.147
Bulgaria,2020-06-12,0.59
Bulgaria,2020-06-13,0.0
Bulgaria,2020-06-14,0.295
Bulgaria,2020-06-15,0.295
Bulgaria,2020-06-16,0.737
Bulgaria,2020-06-17,0.442
Bulgaria,2020-06-18,0.885
Bulgaria,2020-06-19,0.442
Bulgaria,2020-06-20,0.885
Bulgaria,2020-06-21,0.0
Bulgaria,2020-06-22,1.18
Bulgaria,2020-06-23,0.147
Bulgaria,2020-06-24,0.147
Bulgaria,2020-06-25,0.295
Bulgaria,2020-06-26,0.59
Bulgaria,2020-06-27,0.147
Bulgaria,2020-06-28,0.442
Bulgaria,2020-06-29,0.59
Bulgaria,2020-06-30,1.032
Bulgaria,2020-07-01,0.295
Bulgaria,2020-07-02,0.0
Bulgaria,2020-07-03,1.032
Bulgaria,2020-07-04,0.295
Bulgaria,2020-07-05,0.737
Bulgaria,2020-07-06,0.59
Bulgaria,2020-07-07,0.59
Bulgaria,2020-07-08,0.737
Bulgaria,2020-07-09,0.442
Bulgaria,2020-07-10,0.737
Bulgaria,2020-07-11,0.0
Bulgaria,2020-07-12,0.147
Bulgaria,2020-07-13,1.18
Bulgaria,2020-07-14,1.032
Bulgaria,2020-07-15,0.885
Bulgaria,2020-07-16,0.59
Bulgaria,2020-07-17,0.59
Bulgaria,2020-07-18,0.295
Bulgaria,2020-07-19,0.147
Bulgaria,2020-07-20,1.18
Croatia,2020-03-19,0.248
Croatia,2020-03-20,0.0
Croatia,2020-03-21,0.0
Croatia,2020-03-22,0.0
Croatia,2020-03-23,0.0
Croatia,2020-03-24,0.0
Croatia,2020-03-25,0.0
Croatia,2020-03-26,0.496
Croatia,2020-03-27,0.0
Croatia,2020-03-28,0.496
Croatia,2020-03-29,0.248
Croatia,2020-03-30,0.0
Croatia,2020-03-31,0.0
Croatia,2020-04-01,0.0
Croatia,2020-04-02,0.248
Croatia,2020-04-03,0.248
Croatia,2020-04-04,0.992
Croatia,2020-04-05,0.744
Croatia,2020-04-06,0.248
Croatia,2020-04-07,0.496
Croatia,2020-04-08,0.248
Croatia,2020-04-09,0.248
Croatia,2020-04-10,0.248
Croatia,2020-04-11,0.0
Croatia,2020-04-12,0.496
Croatia,2020-04-13,0.496
Croatia,2020-04-14,1.489
Croatia,2020-04-15,0.496
Croatia,2020-04-16,0.496
Croatia,2020-04-17,0.248
Croatia,2020-04-18,0.744
Croatia,2020-04-19,1.985
Croatia,2020-04-20,0.0
Croatia,2020-04-21,0.248
Croatia,2020-04-22,0.0
Croatia,2020-04-23,0.496
Croatia,2020-04-24,0.248
Croatia,2020-04-25,0.744
Croatia,2020-04-26,0.248
Croatia,2020-04-27,0.992
Croatia,2020-04-28,0.992
Croatia,2020-04-29,0.992
Croatia,2020-04-30,0.496
Croatia,2020-05-01,1.489
Croatia,2020-05-02,0.496
Croatia,2020-05-03,0.496
Croatia,2020-05-04,0.248
Croatia,2020-05-05,0.744
Croatia,2020-05-06,0.496
Croatia,2020-05-07,0.248
Croatia,2020-05-08,0.0
Croatia,2020-05-09,0.248
Croatia,2020-05-10,0.744
Croatia,2020-05-11,0.248
Croatia,2020-05-12,0.0
Croatia,2020-05-13,0.744
Croatia,2020-05-14,0.0
Croatia,2020-05-15,0.248
Croatia,2020-05-16,0.0
Croatia,2020-05-17,0.0
Croatia,2020-05-18,0.0
Croatia,2020-05-19,0.248
Croatia,2020-05-20,0.0
Croatia,2020-05-21,0.248
Croatia,2020-05-22,0.496
Croatia,2020-05-23,0.0
Croatia,2020-05-24,0.0
Croatia,2020-05-25,0.248
Croatia,2020-05-26,0.248
Croatia,2020-05-27,0.0
Croatia,2020-05-28,0.248
Croatia,2020-05-29,0.248
Croatia,2020-05-30,0.0
Croatia,2020-05-31,0.0
Croatia,2020-06-01,0.0
Croatia,2020-06-02,0.0
Croatia,2020-06-03,0.0
Croatia,2020-06-04,0.0
Croatia,2020-06-05,0.0
Croatia,2020-06-06,0.248
Croatia,2020-06-07,0.0
Croatia,2020-06-08,0.0
Croatia,2020-06-09,0.496
Croatia,2020-06-10,0.0
Croatia,2020-06-11,0.0
Croatia,2020-06-12,0.248
Croatia,2020-06-13,0.0
Croatia,2020-06-14,0.0
Croatia,2020-06-15,0.0
Croatia,2020-06-16,0.0
Croatia,2020-06-17,0.0
Croatia,2020-06-18,0.0
Croatia,2020-06-19,0.0
Croatia,2020-06-20,0.0
Croatia,2020-06-21,0.0
Croatia,2020-06-22,0.0
Croatia,2020-06-23,0.0
Croatia,2020-06-24,0.0
Croatia,2020-06-25,0.0
Croatia,2020-06-26,0.0
Croatia,2020-06-27,0.0
Croatia,2020-06-28,0.0
Croatia,2020-06-29,0.0
Croatia,2020-06-30,0.0
Croatia,2020-07-01,0.248
Croatia,2020-07-02,0.496
Croatia,2020-07-03,0.496
Croatia,2020-07-04,0.248
Croatia,2020-07-05,0.0
Croatia,2020-07-06,0.0
Croatia,2020-07-07,0.0
Croatia,2020-07-08,0.248
Croatia,2020-07-09,0.248
Croatia,2020-07-10,0.496
Croatia,2020-07-11,0.248
Croatia,2020-07-12,0.248
Croatia,2020-07-13,0.0
Croatia,2020-07-14,0.248
Croatia,2020-07-15,0.0
Croatia,2020-07-16,0.0
Croatia,2020-07-17,0.0
Croatia,2020-07-18,0.0
Croatia,2020-07-19,0.0
Croatia,2020-07-20,0.496
Cyprus,2020-03-25,3.348
Cyprus,2020-03-26,0.0
Cyprus,2020-03-27,0.0
Cyprus,2020-03-28,2.232
Cyprus,2020-03-29,0.0
Cyprus,2020-03-30,1.116
Cyprus,2020-03-31,1.116
Cyprus,2020-04-01,1.116
Cyprus,2020-04-02,1.116
Cyprus,2020-04-03,0.0
Cyprus,2020-04-04,0.0
Cyprus,2020-04-05,0.0
Cyprus,2020-04-06,0.0
Cyprus,2020-04-07,0.0
Cyprus,2020-04-08,0.0
Cyprus,2020-04-09,0.0
Cyprus,2020-04-10,1.116
Cyprus,2020-04-11,0.0
Cyprus,2020-04-12,0.0
Cyprus,2020-04-13,1.116
Cyprus,2020-04-14,1.116
Cyprus,2020-04-15,0.0
Cyprus,2020-04-16,0.0
Cyprus,2020-04-17,0.0
Cyprus,2020-04-18,0.0
Cyprus,2020-04-19,0.0
Cyprus,2020-04-20,0.0
Cyprus,2020-04-21,0.0
Cyprus,2020-04-22,0.0
Cyprus,2020-04-23,2.232
Cyprus,2020-04-24,0.0
Cyprus,2020-04-25,0.0
Cyprus,2020-04-26,0.0
Cyprus,2020-04-27,0.0
Cyprus,2020-04-28,1.116
Cyprus,2020-04-29,0.0
Cyprus,2020-04-30,0.0
Cyprus,2020-05-01,0.0
Cyprus,2020-05-02,0.0
Cyprus,2020-05-03,0.0
Cyprus,2020-05-04,0.0
Cyprus,2020-05-05,0.0
Cyprus,2020-05-06,0.0
Cyprus,2020-05-07,0.0
Cyprus,2020-05-08,0.0
Cyprus,2020-05-09,0.0
Cyprus,2020-05-10,0.0
Cyprus,2020-05-11,1.116
Cyprus,2020-05-12,0.0
Cyprus,2020-05-13,0.0
Cyprus,2020-05-14,1.116
Cyprus,2020-05-15,0.0
Cyprus,2020-05-16,0.0
Cyprus,2020-05-17,0.0
Cyprus,2020-05-18,0.0
Cyprus,2020-05-19,0.0
Cyprus,2020-05-20,0.0
Cyprus,2020-05-21,0.0
Cyprus,2020-05-22,0.0
Cyprus,2020-05-23,0.0
Cyprus,2020-05-24,0.0
Cyprus,2020-05-25,0.0
Cyprus,2020-05-26,0.0
Cyprus,2020-05-27,0.0
Cyprus,2020-05-28,0.0
Cyprus,2020-05-29,0.0
Cyprus,2020-05-30,0.0
Cyprus,2020-05-31,0.0
Cyprus,2020-06-01,0.0
Cyprus,2020-06-02,0.0
Cyprus,2020-06-03,0.0
Cyprus,2020-06-04,0.0
Cyprus,2020-06-05,0.0
Cyprus,2020-06-06,0.0
Cyprus,2020-06-07,1.116
Cyprus,2020-06-08,0.0
Cyprus,2020-06-09,0.0
Cyprus,2020-06-10,0.0
Cyprus,2020-06-11,0.0
Cyprus,2020-06-12,0.0
Cyprus,2020-06-13,0.0
Cyprus,2020-06-14,0.0
Cyprus,2020-06-15,0.0
Cyprus,2020-06-16,0.0
Cyprus,2020-06-17,0.0
Cyprus,2020-06-18,0.0
Cyprus,2020-06-19,1.116
Cyprus,2020-06-20,0.0
Cyprus,2020-06-21,0.0
Cyprus,2020-06-22,0.0
Cyprus,2020-06-23,0.0
Cyprus,2020-06-24,0.0
Cyprus,2020-06-25,0.0
Cyprus,2020-06-26,0.0
Cyprus,2020-06-27,0.0
Cyprus,2020-06-28,0.0
Cyprus,2020-06-29,0.0
Cyprus,2020-06-30,0.0
Cyprus,2020-07-01,0.0
Cyprus,2020-07-02,0.0
Cyprus,2020-07-03,0.0
Cyprus,2020-07-04,0.0
Cyprus,2020-07-05,0.0
Cyprus,2020-07-06,0.0
Cyprus,2020-07-07,0.0
Cyprus,2020-07-08,0.0
Cyprus,2020-07-09,0.0
Cyprus,2020-07-10,0.0
Cyprus,2020-07-11,0.0
Cyprus,2020-07-12,0.0
Cyprus,2020-07-13,0.0
Cyprus,2020-07-14,0.0
Cyprus,2020-07-15,0.0
Cyprus,2020-07-16,0.0
Cyprus,2020-07-17,0.0
Cyprus,2020-07-18,0.0
Cyprus,2020-07-19,0.0
Cyprus,2020-07-20,0.0
Czechia,2020-03-22,0.095
Czechia,2020-03-23,0.0
Czechia,2020-03-24,0.191
Czechia,2020-03-25,0.286
Czechia,2020-03-26,0.286
Czechia,2020-03-27,0.0
Czechia,2020-03-28,0.191
Czechia,2020-03-29,0.476
Czechia,2020-03-30,0.667
Czechia,2020-03-31,0.762
Czechia,2020-04-01,0.762
Czechia,2020-04-02,0.476
Czechia,2020-04-03,0.858
Czechia,2020-04-04,0.572
Czechia,2020-04-05,0.762
Czechia,2020-04-06,1.048
Czechia,2020-04-07,0.953
Czechia,2020-04-08,1.048
Czechia,2020-04-09,1.239
Czechia,2020-04-10,0.667
Czechia,2020-04-11,0.953
Czechia,2020-04-12,0.858
Czechia,2020-04-13,0.476
Czechia,2020-04-14,1.715
Czechia,2020-04-15,0.476
Czechia,2020-04-16,0.286
Czechia,2020-04-17,0.381
Czechia,2020-04-18,0.762
Czechia,2020-04-19,0.476
Czechia,2020-04-20,0.762
Czechia,2020-04-21,0.667
Czechia,2020-04-22,0.667
Czechia,2020-04-23,0.191
Czechia,2020-04-24,0.381
Czechia,2020-04-25,0.381
Czechia,2020-04-26,0.191
Czechia,2020-04-27,0.286
Czechia,2020-04-28,0.381
Czechia,2020-04-29,0.0
Czechia,2020-04-30,0.858
Czechia,2020-05-01,0.381
Czechia,2020-05-02,0.476
Czechia,2020-05-03,0.286
Czechia,2020-05-04,0.381
Czechia,2020-05-05,0.476
Czechia,2020-05-06,0.476
Czechia,2020-05-07,0.762
Czechia,2020-05-08,0.286
Czechia,2020-05-09,0.286
Czechia,2020-05-10,0.381
Czechia,2020-05-11,0.191
Czechia,2020-05-12,0.095
Czechia,2020-05-13,0.667
Czechia,2020-05-14,0.286
Czechia,2020-05-15,0.191
Czechia,2020-05-16,0.095
Czechia,2020-05-17,0.191
Czechia,2020-05-19,0.476
Czechia,2020-05-20,0.191
Czechia,2020-05-21,0.191
Czechia,2020-05-22,0.572
Czechia,2020-05-23,0.191
Czechia,2020-05-24,0.095
Czechia,2020-05-25,0.191
Czechia,2020-05-26,0.0
Czechia,2020-05-27,0.0
Czechia,2020-05-28,0.191
Czechia,2020-05-29,0.0
Czechia,2020-05-30,0.0
Czechia,2020-05-31,0.095
Czechia,2020-06-01,0.095
Czechia,2020-06-02,0.191
Czechia,2020-06-03,0.191
Czechia,2020-06-04,0.095
Czechia,2020-06-05,0.095
Czechia,2020-06-06,0.0
Czechia,2020-06-07,0.0
Czechia,2020-06-08,0.095
Czechia,2020-06-09,0.0
Czechia,2020-06-10,0.191
Czechia,2020-06-12,0.095
Czechia,2020-06-14,0.095
Czechia,2020-06-15,0.095
Czechia,2020-06-16,0.095
Czechia,2020-06-17,0.191
Czechia,2020-06-18,0.095
Czechia,2020-06-19,0.095
Czechia,2020-06-20,0.095
Czechia,2020-06-21,0.0
Czechia,2020-06-22,0.0
Czechia,2020-06-23,0.286
Czechia,2020-06-24,0.381
Czechia,2020-06-25,0.191
Czechia,2020-06-26,0.381
Czechia,2020-06-27,0.0
Czechia,2020-06-29,0.0
Czechia,2020-06-30,0.095
Czechia,2020-07-01,0.0
Czechia,2020-07-02,0.381
Czechia,2020-07-03,0.0
Czechia,2020-07-06,0.191
Czechia,2020-07-07,0.095
Czechia,2020-07-08,0.0
Czechia,2020-07-09,0.095
Czechia,2020-07-10,0.0
Czechia,2020-07-11,0.0
Czechia,2020-07-12,0.0
Czechia,2020-07-13,0.095
Czechia,2020-07-14,0.191
Czechia,2020-07-15,0.0
Czechia,2020-07-16,0.0
Czechia,2020-07-17,0.286
Czechia,2020-07-18,0.0
Czechia,2020-07-19,0.095
Czechia,2020-07-20,0.0
Denmark,2020-03-14,0.17
Denmark,2020-03-15,0.17
Denmark,2020-03-16,0.17
Denmark,2020-03-17,0.17
Denmark,2020-03-18,0.0
Denmark,2020-03-19,0.34
Denmark,2020-03-20,0.51
Denmark,2020-03-21,0.68
Denmark,2020-03-22,0.0
Denmark,2020-03-23,1.87
Denmark,2020-03-24,1.36
Denmark,2020-03-25,0.34
Denmark,2020-03-26,1.19
Denmark,2020-03-27,1.87
Denmark,2020-03-28,2.21
Denmark,2020-03-29,1.19
Denmark,2020-03-30,0.85
Denmark,2020-03-31,2.21
Denmark,2020-04-01,2.38
Denmark,2020-04-02,3.23
Denmark,2020-04-03,2.72
Denmark,2020-04-04,3.74
Denmark,2020-04-05,3.06
Denmark,2020-04-06,1.36
Denmark,2020-04-07,2.72
Denmark,2020-04-08,2.55
Denmark,2020-04-09,3.23
Denmark,2020-04-10,1.7
Denmark,2020-04-11,2.21
Denmark,2020-04-12,2.21
Denmark,2020-04-13,2.04
Denmark,2020-04-14,2.38
Denmark,2020-04-15,1.7
Denmark,2020-04-16,2.04
Denmark,2020-04-17,2.55
Denmark,2020-04-18,1.7
Denmark,2020-04-19,1.53
Denmark,2020-04-20,1.53
Denmark,2020-04-21,1.02
Denmark,2020-04-22,2.38
Denmark,2020-04-23,1.7
Denmark,2020-04-24,1.53
Denmark,2020-04-25,2.55
Denmark,2020-04-26,0.68
Denmark,2020-04-27,0.85
Denmark,2020-04-28,1.19
Denmark,2020-04-29,1.53
Denmark,2020-04-30,1.53
Denmark,2020-05-01,1.36
Denmark,2020-05-02,2.55
Denmark,2020-05-03,1.53
Denmark,2020-05-04,1.53
Denmark,2020-05-05,1.7
Denmark,2020-05-06,0.51
Denmark,2020-05-07,1.36
Denmark,2020-05-08,1.36
Denmark,2020-05-09,0.68
Denmark,2020-05-10,0.51
Denmark,2020-05-11,0.68
Denmark,2020-05-13,1.02
Denmark,2020-05-14,0.68
Denmark,2020-05-15,0.0
Denmark,2020-05-16,1.02
Denmark,2020-05-17,0.68
Denmark,2020-05-18,0.17
Denmark,2020-05-19,0.51
Denmark,2020-05-20,0.51
Denmark,2020-05-21,1.19
Denmark,2020-05-22,0.0
Denmark,2020-05-23,0.0
Denmark,2020-05-24,0.17
Denmark,2020-05-25,0.17
Denmark,2020-05-26,0.0
Denmark,2020-05-27,0.34
Denmark,2020-05-28,0.51
Denmark,2020-05-29,0.0
Denmark,2020-05-30,0.51
Denmark,2020-05-31,0.51
Denmark,2020-06-01,0.34
Denmark,2020-06-02,0.68
Denmark,2020-06-03,0.0
Denmark,2020-06-04,0.34
Denmark,2020-06-05,0.68
Denmark,2020-06-06,0.17
Denmark,2020-06-07,0.34
Denmark,2020-06-08,0.68
Denmark,2020-06-09,0.0
Denmark,2020-06-10,0.0
Denmark,2020-06-11,0.0
Denmark,2020-06-12,0.17
Denmark,2020-06-13,0.51
Denmark,2020-06-14,0.0
Denmark,2020-06-15,0.17
Denmark,2020-06-16,0.0
Denmark,2020-06-17,0.0
Denmark,2020-06-18,0.34
Denmark,2020-06-19,0.0
Denmark,2020-06-20,0.0
Denmark,2020-06-21,0.0
Denmark,2020-06-22,0.34
Denmark,2020-06-23,0.17
Denmark,2020-06-24,0.0
Denmark,2020-06-25,0.0
Denmark,2020-06-26,0.17
Denmark,2020-06-27,0.0
Denmark,2020-06-28,0.0
Denmark,2020-06-29,0.17
